College Code,College name,Branch Code,Branch Name,Community,Cutoff marks
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BS,BIO TECHNOLOGY (SS),BCM,185
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BS,BIO TECHNOLOGY (SS),MBC,181
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BS,BIO TECHNOLOGY (SS),SC,160
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BS,BIO TECHNOLOGY (SS),SCA,164.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BS,BIO TECHNOLOGY (SS),ST,0
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BY,BIO- MEDICAL ENGINEERING (SS),OC,189
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BY,BIO- MEDICAL ENGINEERING (SS),BC,187.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BY,BIO- MEDICAL ENGINEERING (SS),BCM,187.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BY,BIO- MEDICAL ENGINEERING (SS),MBC,177.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BY,BIO- MEDICAL ENGINEERING (SS),SC,159
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BY,BIO- MEDICAL ENGINEERING (SS),SCA,153
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BY,BIO- MEDICAL ENGINEERING (SS),ST,0
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CE,CIVIL ENGINEERING,OC,190
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CE,CIVIL ENGINEERING,BC,187
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CE,CIVIL ENGINEERING,BCM,187.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CE,CIVIL ENGINEERING,MBC,184.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CE,CIVIL ENGINEERING,SC,164.75
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CE,CIVIL ENGINEERING,SCA,170
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CE,CIVIL ENGINEERING,ST,0
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CM,COMPUTER SCIENCE AND ENGINEERING (SS),OC,193.75
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CM,COMPUTER SCIENCE AND ENGINEERING (SS),BC,192
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CM,COMPUTER SCIENCE AND ENGINEERING (SS),BCM,190
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CM,COMPUTER SCIENCE AND ENGINEERING (SS),MBC,190
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CM,COMPUTER SCIENCE AND ENGINEERING (SS),SC,177.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CM,COMPUTER SCIENCE AND ENGINEERING (SS),SCA,175.75
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CM,COMPUTER SCIENCE AND ENGINEERING (SS),ST,166
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CN,CIVIL ENGINEERING (SS),OC,185
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CN,CIVIL ENGINEERING (SS),BC,183
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CN,CIVIL ENGINEERING (SS),BCM,178.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CN,CIVIL ENGINEERING (SS),MBC,176.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CN,CIVIL ENGINEERING (SS),SC,153
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CN,CIVIL ENGINEERING (SS),SCA,162.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CN,CIVIL ENGINEERING (SS),ST,0
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,OC,193
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,BC,191.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,BCM,190
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,MBC,189.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,SC,184
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,SCA,173.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,ST,164.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,OC,190
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,BC,190
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,BCM,188
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,MBC,186.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,SC,178
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,SCA,183
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,ST,146.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EM,ELECTRONICS AND COMMUNICATION ENGG. (SS),OC,191
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EM,ELECTRONICS AND COMMUNICATION ENGG. (SS),BC,190.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EM,ELECTRONICS AND COMMUNICATION ENGG. (SS),BCM,190
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EM,ELECTRONICS AND COMMUNICATION ENGG. (SS),MBC,188
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EM,ELECTRONICS AND COMMUNICATION ENGG. (SS),SC,173
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EM,ELECTRONICS AND COMMUNICATION ENGG. (SS),SCA,162
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EM,ELECTRONICS AND COMMUNICATION ENGG. (SS),ST,133.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ES,ELECTRICAL AND ELECTRONICS (SANDWICH) (SS),OC,187.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ES,ELECTRICAL AND ELECTRONICS (SANDWICH) (SS),BC,183
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ES,ELECTRICAL AND ELECTRONICS (SANDWICH) (SS),BCM,180.5
2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ES,ELECTRICAL AND ELECTRONICS (SANDWICH) (SS),MBC,176
